obs,wave,ageDiff,int_corr,imprace,samerace,match,dec,dec_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,goal,exphappy,expnum,attr,sinc,intel,fun,amb,shar,like,prob,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,you_call,them_cal,numdat_3
143,1,1,-0.14,3,0,0,1,0,35,10,35,10,10,0,9,10,10,10,10,10,9,,2,1,5,9,6,10,8,6,,,6,1,21.21,18.18,12.12,21.21,6.06,21.21,3,0,
144,1,1,0.21,3,0,0,1,0,20,20,20,20,10,10,6,9,8,9,8,9,7,7,2,1,5,9,8,8,9,8,8,9,9,7,21.21,18.18,12.12,21.21,6.06,21.21,3,0,
145,1,3,-0.16,3,0,0,0,0,20,5,25,25,10,15,6,7,7,5,4,8,7,4,2,1,5,9,5,9,9,7,9,5,5,7,21.21,18.18,12.12,21.21,6.06,21.21,3,0,
146,1,1,0.35,3,0,0,1,0,10,25,20,25,5,15,5,4,8,8,4,2,4,3,1,1,5,9,9,7,9,7,9,6,9,2,21.21,18.18,12.12,21.21,6.06,21.21,3,0,
147,1,2,-0.27,3,0,0,1,0,15,15,25,20,15,10,4,7,7,4,8,5,5,6,1,1,5,9,8,7,9,6,9,5,8,4,21.21,18.18,12.12,21.21,6.06,21.21,3,0,
148,1,1,-0.23,3,0,1,1,1,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,6,5,2,1,5,9,9,9,8,9,,7,9,7,21.21,18.18,12.12,21.21,6.06,21.21,3,0,
149,1,2,-0.01,3,0,1,1,1,20,10,20,30,10,10,5,10,8,8,5,5,5,5,2,1,5,9,7,9,8,9,7,7,7,8,21.21,18.18,12.12,21.21,6.06,21.21,3,0,
150,1,2,0.24,3,0,0,1,0,15,15,15,40,10,5,5,7,7,7,7,,6,1,2,1,5,9,6,9,9,7,8,,6,6,21.21,18.18,12.12,21.21,6.06,21.21,3,0,
151,1,4,0.25,9,0,0,1,0,15,20,20,15,15,15,4,9,7,4,6,4,6,5,2,1,7,10,7,7,8,8,7,7,7,6,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
152,1,1,0.73,9,1,0,1,0,45,5,25,20,0,5,8,7,8,3,6,2,6,5,2,1,7,10,7,8,7,5,7,7,7,5,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
153,1,0,-0.3,9,1,0,1,0,35,10,35,10,10,0,8,10,10,7,9,9,8,,2,1,7,10,7,6,6,6,6,6,6,7,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
154,1,2,0.37,9,1,0,1,0,20,20,20,20,10,10,5,10,8,4,8,2,4,3,2,1,7,10,6,6,7,7,8,7,6,6,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
155,1,4,0.06,9,1,0,0,1,20,5,25,25,10,15,5,6,7,5,7,8,7,3,2,1,7,10,5,8,7,7,7,7,6,7,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
156,1,2,0.19,9,0,0,1,0,10,25,20,25,5,15,3,7,6,1,1,1,2,2,2,1,7,10,6,6,8,8,8,7,6,6,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
157,1,3,0.59,9,0,0,1,0,15,15,25,20,15,10,4,8,7,4,5,4,5,5,2,1,7,10,8,8,8,6,6,6,7,7,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
158,1,0,0.28,9,1,1,1,1,9.09,18.18,27.27,18.18,18.18,9.09,6,8,8,5,6,7,6,5,2,1,7,10,8,7,7,7,8,7,7,6,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
159,1,1,0.42,9,0,1,1,1,20,10,20,30,10,10,8,9,9,7,6,5,6,5,2,1,7,10,6,6,7,8,7,7,6,5,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
160,1,1,0.15,9,1,0,0,0,15,15,15,40,10,5,5,10,6,4,6,,6,1,2,1,7,10,,8,7,7,7,7,6,6,19.51,14.63,17.07,17.07,14.63,17.07,0,0,
161,1,9,0.34,1,0,0,0,1,15,20,20,15,15,15,7,6,7,4,6,7,6,5,2,3,4,2,3,6,7,5,8,7,2,1,30,16.67,20,20,6.67,6.67,1,1,
162,1,6,0.6,1,1,0,0,1,45,5,25,20,0,5,7,5,9,6,7,9,8,7,2,3,4,2,5,3,4,3,5,3,4,3,30,16.67,20,20,6.67,6.67,1,1,
163,1,5,-0.26,1,1,0,0,0,35,10,35,10,10,0,8,9,10,7,7,9,8,7,2,3,4,2,6,3,5,4,5,4,2,2,30,16.67,20,20,6.67,6.67,1,1,
164,1,7,0.35,1,1,0,1,0,20,20,20,20,10,10,7,10,10,7,10,5,5,1,2,3,4,2,7,6,3,5,6,5,6,4,30,16.67,20,20,6.67,6.67,1,1,
165,1,9,-0.05,1,1,0,0,1,20,5,25,25,10,15,6,6,8,5,5,6,6,3,2,3,4,2,2,3,4,4,5,3,3,3,30,16.67,20,20,6.67,6.67,1,1,
166,1,7,0.47,1,0,0,0,1,10,25,20,25,5,15,8,8,8,8,3,4,8,7,2,3,4,2,5,6,8,4,5,4,3,3,30,16.67,20,20,6.67,6.67,1,1,
167,1,8,0.31,1,0,0,0,1,15,15,25,20,15,10,7,7,8,7,7,7,8,7,2,3,4,2,7,6,5,4,4,3,5,4,30,16.67,20,20,6.67,6.67,1,1,
168,1,5,0.05,1,1,0,0,1,9.09,18.18,27.27,18.18,18.18,9.09,6,7,8,5,7,7,6,6,2,3,4,2,6,4,7,5,6,4,4,4,30,16.67,20,20,6.67,6.67,1,1,
169,1,4,0.21,1,0,1,1,1,20,10,20,30,10,10,6,8,9,6,6,6,7,5,2,3,4,2,8,6,7,8,6,5,8,4,30,16.67,20,20,6.67,6.67,1,1,
170,1,4,0.41,1,1,0,0,1,15,15,15,40,10,5,5,10,8,6,9,,7,1,2,3,4,2,7,7,4,3,4,4,3,6,30,16.67,20,20,6.67,6.67,1,1,
171,1,6,0.5,8,0,0,0,0,15,20,20,15,15,15,4,9,7,6,5,6,6,7,,1,5,2,6,7,5,6,8,6,7,5,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
172,1,3,0.07,8,1,0,1,0,45,5,25,20,0,5,5,8,7,5,9,5,5,6,2,1,5,2,7,7,7,7,7,5,7,6,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
173,1,2,0.29,8,1,0,0,0,35,10,35,10,10,0,7,9,9,8,9,7,8,7,2,1,5,2,4,5,6,4,6,4,5,1,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
174,1,4,0.15,8,1,0,0,0,20,20,20,20,10,10,5,9,9,5,9,7,6,6,2,1,5,2,6,7,8,6,6,5,7,7,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
175,1,6,0.07,8,1,0,0,1,20,5,25,25,10,15,5,5,7,6,7,5,6,4,2,1,5,2,5,5,6,5,5,5,6,5,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
176,1,4,0.03,8,0,0,0,0,10,25,20,25,5,15,4,8,9,2,8,3,5,5,2,1,5,2,6,7,8,7,8,5,7,6,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
177,1,5,0.08,8,0,0,1,0,15,15,25,20,15,10,5,7,8,5,9,5,5,7,2,1,5,2,8,7,6,7,7,5,7,5,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
178,1,2,0.17,8,1,1,1,1,9.09,18.18,27.27,18.18,18.18,9.09,5,6,7,4,5,6,5,4,2,1,5,2,9,8,8,8,7,5,7,5,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
179,1,1,0.1,8,0,0,0,1,20,10,20,30,10,10,6,7,8,7,9,6,7,5,2,1,5,2,7,7,7,7,6,5,7,5,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
180,1,1,0.07,8,1,0,0,0,15,15,15,40,10,5,5,6,6,4,5,,5,5,2,1,5,2,6,6,6,6,6,5,7,6,24.39,12.2,17.07,14.63,14.63,17.07,1,0,
181,1,7,0.28,1,0,1,1,1,15,20,20,15,15,15,7,6,8,9,8,8,7,7,2,4,10,20,7,7,8,8,8,9,6.5,8,,,,,,,,,
182,1,4,0.11,1,1,1,1,1,45,5,25,20,0,5,7,6,8,9,4,5,5,6,2,4,10,20,8,6,9,9,8,7,8,8,,,,,,,,,
183,1,3,-0.15,1,1,0,1,0,35,10,35,10,10,0,9,9,9,9,9,9,9,7,2,4,10,20,7,7,6,8,7,7,7,7,,,,,,,,,
184,1,5,-0.47,1,1,1,1,1,20,20,20,20,10,10,9,8,10,10,7,8,8,8,2,4,10,20,7,7,7,10,9,10,8,8,,,,,,,,,
185,1,7,-0.13,1,1,1,1,1,20,5,25,25,10,15,7,5,7,8,7,9,9,4,2,4,10,20,5,9,9,9,9,6,7,7,,,,,,,,,
186,1,5,0.46,1,0,1,1,1,10,25,20,25,5,15,7,6,8,8,6,9,9,6,2,4,10,20,6,7,7,6,6,6,6,6,,,,,,,,,
187,1,6,-0.34,1,0,1,1,1,15,15,25,20,15,10,6,6,8,8,8,6,6,6,2,4,10,20,9,7,9,9,9,10,9,9,,,,,,,,,
188,1,3,-0.47,1,1,1,1,1,9.09,18.18,27.27,18.18,18.18,9.09,8,8,5,9,8,9,7,10,2,4,10,20,8,7,8,10,8,10,8,8,,,,,,,,,
189,1,2,-0.35,1,0,1,1,1,20,10,20,30,10,10,8,5,5,6,5,5,7,6,2,4,10,20,6,6,6,7,6,6,6,6,,,,,,,,,
190,1,2,0.49,1,1,1,1,1,15,15,15,40,10,5,9,9,9,9,9,9,9,9,2,4,10,20,7,7,7,7,6,6,7,8,,,,,,,,,
191,1,3,-0.36,1,0,0,0,1,15,20,20,15,15,15,5,6,6,8,10,8,6,6,2,1,6,19,6,6,6,6,6,6,6,6,,,,,,,,,
192,1,0,0.39,1,1,0,0,1,45,5,25,20,0,5,6,7,8,7,9,8,8,7,2,1,6,19,6,5,7,7,9,7,6,9,,,,,,,,,
193,1,1,-0.47,1,1,0,0,0,35,10,35,10,10,0,8,7,9,7,9,7,8,7,2,1,6,19,5,6,8,5,8,6,5,5,,,,,,,,,
194,1,1,-0.19,1,1,0,0,1,20,20,20,20,10,10,8,9,10,10,8,8,10,8,2,1,6,19,7,8,8,7,8,7,7,7,,,,,,,,,
195,1,3,-0.06,1,1,0,0,1,20,5,25,25,10,15,9,6,7,9,6,5,10,3,2,1,6,19,3,10,7,7,10,5,4,10,,,,,,,,,
196,1,1,0.43,1,0,0,0,1,10,25,20,25,5,15,8,9,9,9,10,7,9,8,2,1,6,19,7,10,10,6,10,7,6,7,,,,,,,,,
197,1,2,-0.16,1,0,0,0,1,15,15,25,20,15,10,8,6,7,7,8,6,7,5,2,1,6,19,7,6,8,6,8,7,7,7,,,,,,,,,
198,1,1,-0.21,1,1,1,1,1,9.09,18.18,27.27,18.18,18.18,9.09,7,6,8,7,9,8,8,7,2,1,6,19,8,10,9,9,8,8,8,8,,,,,,,,,
199,1,2,-0.23,1,0,0,0,1,20,10,20,30,10,10,7,8,7,8,7,8,8,5,2,1,6,19,5,6,6,6,6,6,6,6,,,,,,,,,
200,1,2,0.08,1,1,0,0,1,15,15,15,40,10,5,9,9,8,10,8,8,9,10,2,1,6,19,6,6,6,6,6,6,7,7,,,,,,,,,
201,2,4,-0.23,8,1,0,0,0,25,20,25,20,10,0,3,10,10,6,4,7,4,1,2,6,5,0,6,8,7,9,5,7,9,1,20,15,20,15,10,20,0,0,
202,2,9,-0.3,8,1,0,0,0,30,20,10,30,0,10,5,5,5,5,5,,5,,2,6,5,0,5,8,7,5,9,5,7,2,20,15,20,15,10,20,0,0,
203,2,2,0.46,8,1,0,1,0,20,25,20,15,10,10,3,10,9,5,9,2,6,7,2,6,5,0,8,9,8,8,7,6,9,3,20,15,20,15,10,20,0,0,
204,2,3,0.43,8,0,0,0,0,25,35,30,10,0,0,4,5,6,4,6,2,5,2,2,6,5,0,5,8,8,4,9,3,6,1,20,15,20,15,10,20,0,0,
205,2,3,-0.4,8,0,0,0,1,25,15,25,25,15,15,6,7,8,6,7,7,8,8,2,6,5,0,7,7,8,5,7,2,6,1,20,15,20,15,10,20,0,0,
206,2,7,0.01,8,0,0,0,1,25,15,25,15,0,20,7,8,8,7,9,6,7,7,2,6,5,0,6,8,8,6,8,4,5,2,20,15,20,15,10,20,0,0,
207,2,5,0.22,8,0,0,0,0,20,35,20,10,10,5,6,7,10,8,9,8,8,6,2,6,5,0,6,8,8,6,8,5,8,2,20,15,20,15,10,20,0,0,
208,2,9,-0.06,8,0,0,0,1,20,20,25,25,5,5,9,5,6,5,5,7,5,6,2,6,5,0,4,7,7,4,7,3,5,1,20,15,20,15,10,20,0,0,
209,2,1,-0.08,8,0,0,0,0,30,15,25,25,5,0,3,8,5,5,8,3,4,2,2,6,5,0,7,7,7,5,6,3,6,1,20,15,20,15,10,20,0,0,
210,2,4,0.28,8,1,0,1,0,20,20,20,20,5,15,6,7,8,4,6,4,6,6,2,6,5,0,9,9,10,9,9,8,9,5,20,15,20,15,10,20,0,0,
211,2,6,0.27,8,0,0,0,0,35,10,20,15,10,10,5,8,8,,,,7,7,2,6,5,0,5,7,7,7,7,6,6,1,20,15,20,15,10,20,0,0,
212,2,2,0.44,8,0,0,0,0,25,10,35,15,0,15,2,8,8,3,2,2,5,3,2,6,5,0,7,4,6,4,4,2,2,1,20,15,20,15,10,20,0,0,
213,2,0,0.62,8,0,0,0,0,15,20,15,30,5,15,6,6,8,6,7,6,6,3,2,6,5,0,5,8,8,5,8,2,6,1,20,15,20,15,10,20,0,0,
214,2,7,-0.08,8,0,0,0,0,40,15,20,10,5,10,6,8,8,7,7,6,7,7,2,6,5,0,6,8,7,7,7,2,6,1,20,15,20,15,10,20,0,0,
215,2,7,-0.2,8,0,0,0,0,40,20,20,20,0,0,5,7,7,7,7,5,5,5,2,6,5,0,6,8,7,6,8,2,6,1,20,15,20,15,10,20,0,0,
216,2,2,0.39,8,0,0,0,0,20,25,25,10,10,10,5,8,10,7,9,5,6,6,2,6,5,0,5,9,9,8,9,5,8,3,20,15,20,15,10,20,0,0,
217,2,2,0.29,1,0,0,0,0,25,20,25,20,10,0,4,10,8,8,6,4,3,1,2,1,4,2,5,7,7,6,7,5,6,4,20,20,10,20,10,20,0,0,
218,2,3,-0.23,1,0,0,0,0,30,20,10,30,0,10,5,5,5,5,5,,5,,2,1,4,2,4,7,6,6,7,2,3,3,20,20,10,20,10,20,0,0,
219,2,4,0.44,1,0,0,0,0,20,25,20,15,10,10,3,6,8,5,5,1,2,1,2,1,4,2,5,6,6,5,6,3,3,2,20,20,10,20,10,20,0,0,
220,2,3,-0.04,1,0,0,0,0,25,35,30,10,0,0,4,5,5,3,5,1,5,2,2,1,4,2,5,7,7,5,7,3,4,3,20,20,10,20,10,20,0,0,
221,2,3,-0.21,1,0,1,1,1,25,15,25,25,15,15,6,7,6,6,8,5,6,5,2,1,4,2,6,8,8,7,7,6,6,6,20,20,10,20,10,20,0,0,
222,2,1,-0.02,1,0,1,1,1,25,15,25,15,0,20,7,7,7,5,6,5,6,5,2,1,4,2,6,7,7,4,6,6,6,6,20,20,10,20,10,20,0,0,
223,2,1,-0.33,1,0,0,1,0,20,35,20,10,10,5,5,8,5,5,6,5,5,5,2,1,4,2,8,7,7,7,6,7,7,4,20,20,10,20,10,20,0,0,
224,2,3,0.27,1,0,0,0,1,20,20,25,25,5,5,,5,6,5,6,3,4,6,2,1,4,2,5,7,7,6,6,5,5,4,20,20,10,20,10,20,0,0,
225,2,5,0.73,1,0,0,1,0,30,15,25,25,5,0,4,6,6,5,,3,5,1,2,1,4,2,7,7,7,7,7,6,7,4,20,20,10,20,10,20,0,0,
226,2,2,-0.08,1,0,0,0,0,20,20,20,20,5,15,7,8,7,7,7,,7,4,2,1,4,2,6,7,7,5,7,4,5,3,20,20,10,20,10,20,0,0,
227,2,0,0.12,1,1,0,1,0,35,10,20,15,10,10,6,8,7,6,,,7,7,,1,4,2,5,6,7,7,7,7,6,6,20,20,10,20,10,20,0,0,
228,2,4,-0.52,1,0,0,0,0,25,10,35,15,0,15,2,2,3,2,2,1,2,1,2,1,4,2,3,4,5,4,4,2,2,1,20,20,10,20,10,20,0,0,
229,2,6,0.03,1,0,0,0,0,15,20,15,30,5,15,4,6,7,6,5,5,4,2,2,1,4,2,3,6,7,5,5,4,2,2,20,20,10,20,10,20,0,0,
230,2,1,0.5,1,0,0,1,0,40,15,20,10,5,10,6,8,8,7,8,6,7,5,2,1,4,2,7,7,8,6,7,8,8,5,20,20,10,20,10,20,0,0,
231,2,1,0.33,1,0,0,0,0,40,20,20,20,0,0,4,7,7,6,6,5,6,4,2,1,4,2,4,5,5,4,5,4,4,2,20,20,10,20,10,20,0,0,
232,2,4,0.16,1,1,0,1,0,20,25,25,10,10,10,5,8,9,7,10,8,7,7,2,1,4,2,6,7,7,7,7,7,7,6,20,20,10,20,10,20,0,0,
233,2,4,0.22,9,1,0,1,0,25,20,25,20,10,0,5,4,3,7,4,3,1,1,2,1,5,3,5,7,6,6,6,7,8,6,10,10,30,20,10,20,0,0,
234,2,9,0.06,9,1,0,0,0,30,20,10,30,0,10,8,8,8,8,8,,5,,2,1,5,3,5,7,7,6,6,7,7,6,10,10,30,20,10,20,0,0,
235,2,2,0.41,9,1,0,1,0,20,25,20,15,10,10,6,10,9,8,9,,8,8,2,1,5,3,6,6,7,6,6,6,6.5,5,10,10,30,20,10,20,0,0,
236,2,3,-0.35,9,0,1,1,1,25,35,30,10,0,0,4,6,5,4,3,2,6,4,1,1,5,3,5,7,8,6,6,7,7,6,10,10,30,20,10,20,0,0,
237,2,3,-0.17,9,0,1,1,1,25,15,25,25,15,15,8,8,8,10,7,8,8,8,1,1,5,3,7,7,7,6,6,9,9,10,10,10,30,20,10,20,0,0,
238,2,7,-0.1,9,0,1,1,1,25,15,25,15,0,20,7,8,7,6,6,6,7,7,2,1,5,3,6,7,7,6,7,5,7,5,10,10,30,20,10,20,0,0,
239,2,5,-0.52,9,0,0,1,0,20,35,20,10,10,5,6,8,9,8,8,9,8,6,2,1,5,3,7,6,7,7,7,6,7,5,10,10,30,20,10,20,0,0,
240,2,9,0.21,9,0,0,0,1,20,20,25,25,5,5,5,6,6,4,7,4,6,5,2,1,5,3,5,6,7,6,6,6,6,5,10,10,30,20,10,20,0,0,
241,2,1,0.58,9,0,0,0,0,30,15,25,25,5,0,4,6,6,4,3,3,3,2,2,1,5,3,6,6,6,8,6,5,6,5,10,10,30,20,10,20,0,0,
242,2,4,-0.23,9,1,0,1,0,20,20,20,20,5,15,7,8,8,6,7,3,6,5,2,1,5,3,7,7,6,7,6,7,8,6,10,10,30,20,10,20,0,0,
243,2,6,0.05,9,0,0,1,0,35,10,20,15,10,10,5,,7,6,,,7,,2,1,5,3,6,6,7,8,8,7,7,5,10,10,30,20,10,20,0,0,
244,2,2,-0.57,9,0,0,0,0,25,10,35,15,0,15,4,6,4,1,1,1,2,5,2,1,5,3,7,6,5,4,4,4,6,4,10,10,30,20,10,20,0,0,
245,2,0,-0.13,9,0,0,0,0,15,20,15,30,5,15,7,7,6,6,6,5,5,2,2,1,5,3,6,6,5,7,5,6,6,5,10,10,30,20,10,20,0,0,
246,2,7,0.49,9,0,0,0,1,40,15,20,10,5,10,7,8,8,7,8,6,7,6,2,1,5,3,,,,,,,,,10,10,30,20,10,20,0,0,
247,2,7,0.35,9,0,0,0,1,40,20,20,20,0,0,6,7,7,7,9,7,7,5,2,1,5,3,6,7,6,6,5,5,6,4,10,10,30,20,10,20,0,0,
248,2,2,0.1,9,0,0,0,0,20,25,25,10,10,10,6,9,10,8,10,7,7,7,2,1,5,3,6,8,7,6,7,5,6,5,10,10,30,20,10,20,0,0,
249,2,2,-0.31,2,0,0,0,0,25,20,25,20,10,0,5,10,9,9,8,5,2,3,2,2,5,3,5,6,7,7,7,,6,3,15,15,10,25,10,25,,,
250,2,3,-0.07,2,0,0,0,0,30,20,10,30,0,10,5,5,5,5,5,,5,,2,2,5,3,7,8,,,8,,8,4,15,15,10,25,10,25,,,
251,2,4,0.09,2,0,0,0,0,20,25,20,15,10,10,7,6,7,9,8,2,3,1,2,2,5,3,6,8,,7,,,7,5,15,15,10,25,10,25,,,
252,2,3,-0.32,2,1,0,0,0,25,35,30,10,0,0,5,5,6,4,7,2,5,5,2,2,5,3,7,8,8,8,,,7,5,15,15,10,25,10,25,,,
253,2,3,0.54,2,1,0,0,1,25,15,25,25,15,15,5,7,8,7,8,8,8,6,2,2,5,3,5,8,8,,8,6,7,7,15,15,10,25,10,25,,,
254,2,1,-0.19,2,1,0,0,1,25,15,25,15,0,20,6,6,6,6,5,5,5,6,2,2,5,3,7,7,8,,8,,8,6,15,15,10,25,10,25,,,
255,2,1,0.24,2,1,0,1,0,20,35,20,10,10,5,7,8,8,8,7,9,8,5,2,2,5,3,9,8,7,8,,8,8,7,15,15,10,25,10,25,,,
256,2,3,0.04,2,1,0,0,1,20,20,25,25,5,5,6,6,6,5,6,4,6,6,2,2,5,3,5,7,7,7,7,7,7,7,15,15,10,25,10,25,,,
257,2,5,0.05,2,1,0,0,0,30,15,25,25,5,0,6,8,8,5,,3,5,3,2,2,5,3,7,7,7,8,7,,7,6,15,15,10,25,10,25,,,
258,2,2,-0.04,2,0,0,0,1,20,20,20,20,5,15,7,7,6,5,6,7,7,4,2,2,5,3,6,,,8,,6,6,5,15,15,10,25,10,25,,,
259,2,0,-0.12,2,0,0,0,1,35,10,20,15,10,10,7,,,9,,,8.5,7,2,2,5,3,6,8,,8,,,7,7,15,15,10,25,10,25,,,
260,2,4,-0.07,2,1,0,0,1,25,10,35,15,0,15,7,5,7,6,6,6,6,2,2,2,5,3,6,6,8,7,8,,7,7,15,15,10,25,10,25,,,
261,2,6,-0.01,2,1,0,0,0,15,20,15,30,5,15,7,7,9,5,6,2,4,2,2,2,5,3,4,,,6,8,7,7,6,15,15,10,25,10,25,,,
262,2,1,0.48,2,1,0,1,0,40,15,20,10,5,10,8,8,8,8,7,7,7,7,2,2,5,3,8,,,7,8,8,8,7,15,15,10,25,10,25,,,
263,2,1,0.49,2,1,0,0,1,40,20,20,20,0,0,8,7,8,7,7,8,7,5,2,2,5,3,6,8,,8,8,8,7,6,15,15,10,25,10,25,,,
264,2,4,-0.22,2,0,0,0,1,20,25,25,10,10,10,8,9,9,8,8,6,8,6,2,2,5,3,8,7,7,,,2,6,4,15,15,10,25,10,25,,,
265,2,0,-0.12,10,0,0,0,0,25,20,25,20,10,0,8,10,9,9,8,4,3,1,2,1,5,4,7,8,9,6,8,5,6,4,35,15,10,15,10,15,0,0,
266,2,5,0.09,10,0,0,0,1,30,20,10,30,0,10,5,5,5,5,5,,5,,2,1,5,4,5,8,8,6,8,5,7,3,35,15,10,15,10,15,0,0,
267,2,2,0.58,10,0,0,0,1,20,25,20,15,10,10,8,9,7,7,5,,8,6,2,1,5,4,6,7,8,7,9,7,7,5,35,15,10,15,10,15,0,0,
268,2,1,-0.2,10,1,0,0,1,25,35,30,10,0,0,8,5,6,6,5,1,6,1,2,1,5,4,4,5,10,4,10,4,4,5,35,15,10,15,10,15,0,0,
269,2,1,-0.29,10,1,0,0,1,25,15,25,25,15,15,7,6,6,7,5,4,7,6,2,1,5,4,6,7,9,7,9,3,5,4,35,15,10,15,10,15,0,0,
270,2,3,-0.01,10,1,0,0,1,25,15,25,15,0,20,7,6,6,7,6,6,7,7,2,1,5,4,6,8,7,5,8,7,7,5,35,15,10,15,10,15,0,0,
271,2,1,-0.24,10,1,0,0,1,20,35,20,10,10,5,10,8,7,8,7,8,9.5,6,1,1,5,4,7,8,8,6,10,6,8,7,35,15,10,15,10,15,0,0,
272,2,5,-0.05,10,1,0,0,1,20,20,25,25,5,5,6,7,5,5,5,2,6,5,2,1,5,4,3,8,9,8,10,5,8,4,35,15,10,15,10,15,0,0,
273,2,3,0.38,10,1,0,0,1,30,15,25,25,5,0,9,8,7,8,,5,8,7,2,1,5,4,7,8,8,8,6,6,7,6,35,15,10,15,10,15,0,0,
274,2,0,0.06,10,0,0,0,1,20,20,20,20,5,15,9,8,7,8,6,5,8,4,2,1,5,4,8,8,9,8,9,8,9,8,35,15,10,15,10,15,0,0,
275,2,2,0.35,10,0,0,0,1,35,10,20,15,10,10,7,,,,,,8,7,2,1,5,4,9,8,9,8,10,7,8,7,35,15,10,15,10,15,0,0,
276,2,2,0.11,10,1,0,0,0,25,10,35,15,0,15,6,4,7,6,2,2,3,3,2,1,5,4,6,5,8,7,10,8,6,7,35,15,10,15,10,15,0,0,
277,2,4,0.28,10,1,0,0,1,15,20,15,30,5,15,8,7,7,7,6,6,7,3,2,1,5,4,5,4,7,5,9,7,5,4,35,15,10,15,10,15,0,0,
278,2,3,0.11,10,1,0,0,1,40,15,20,10,5,10,9,8,8,8,8,7,8,8,2,1,5,4,7,8,9,7,8,5,7,7,35,15,10,15,10,15,0,0,
279,2,3,-0.15,10,1,0,0,1,40,20,20,20,0,0,8,9,9,9,7,5,7,5,2,1,5,4,5,8,8,6,9,6,6,7,35,15,10,15,10,15,0,0,
280,2,2,0.53,10,0,0,0,1,20,25,25,10,10,10,8,9,8,10,9,8,9,6,2,1,5,4,7,7,7,8,8,6,7,5,35,15,10,15,10,15,0,0,
281,2,2,-0.38,2,0,0,0,0,25,20,25,20,10,0,8,9,9,8,7,4,3,1,2,1,7,10,2,5,5,3,5,2,2,2,,,,,,,,,
282,2,7,-0.05,2,0,0,0,1,30,20,10,30,0,10,5,5,5,5,5,,5,,2,1,7,10,2,5,5,3,5,2,2,2,,,,,,,,,
283,2,0,0.04,2,0,0,0,1,20,25,20,15,10,10,7,8,8,9,8,,7,4,2,1,7,10,2,5,5,3,7,3,3,2,,,,,,,,,
284,2,1,-0.02,2,1,0,0,1,25,35,30,10,0,0,6,5,7,5,5,2,5,4,2,1,7,10,2,6,7,1,7,2,2,3,,,,,,,,,
285,2,1,0.46,2,1,0,0,1,25,15,25,25,15,15,8,7,7,8,7,7,9,7,2,1,7,10,3,8,7,6,6,4,5,4,,,,,,,,,
286,2,5,-0.06,2,1,0,0,1,25,15,25,15,0,20,7,6,8,7,6,7,8,7,2,1,7,10,4,7,6,1,4,3,2,2,,,,,,,,,
287,2,3,0.22,2,1,0,0,1,20,35,20,10,10,5,10,9,9,10,7,8,9.5,7,2,1,7,10,7,4,5,6,5,4,6,5,,,,,,,,,
288,2,7,-0.05,2,1,0,0,1,20,20,25,25,5,5,5,6,6,6,6,6,6,6,2,1,7,10,3,7,6,4,6,2,2,2,,,,,,,,,
289,2,1,0.29,2,1,0,0,1,30,15,25,25,5,0,9,8,7,9,,8,9,8,2,1,7,10,6,5,5,7,6,3,4,4,,,,,,,,,
290,2,2,0.02,2,0,0,0,1,20,20,20,20,5,15,9,8,7,7,7,8,8,6,2,1,7,10,5,8,8,7,7,6,5,5,,,,,,,,,
291,2,4,0.21,2,0,0,0,1,35,10,20,15,10,10,8,,,,,,8,7,2,1,7,10,7,6,6,7,6,6,8,5,,,,,,,,,
292,2,0,0.05,2,1,0,0,1,25,10,35,15,0,15,7,3,5,5,3,2,6,6,2,1,7,10,6,7,6,5,6,6,6,4,,,,,,,,,
293,2,2,0.06,2,1,0,0,1,15,20,15,30,5,15,8,7,7,7,6,6,7,3,2,1,7,10,2,7,6,4,4,4,5,4,,,,,,,,,
294,2,5,0.08,2,1,0,0,1,40,15,20,10,5,10,9,9,9,9,8,8,8,8,2,1,7,10,6,8,8,6,7,5,6,6,,,,,,,,,
295,2,5,0.16,2,1,0,0,1,40,20,20,20,0,0,8,8,7,8,7,6,7,4,2,1,7,10,2,8,7,2,7,2,3,3,,,,,,,,,
